Percent unemployed,Vehicles per household,Median income,Houshold Density,Daytime population density,Percent below poverty level,Residential area,Commercial/Industrial area,Other area,Undeveloped area,Developed open area,Developed low intensity,Developed medium intensity,Developed high intensity,Building Count Commercial/Industrial/MU,Building Count Other,Building Count Residential,Median Contract Rent,Median Gross Rent,Ridership
19.9,1.1,15211,383,856,40.93,54710.40928,48550.93058,1810.060112,651600,514800,445500,159300,187200,180,18,53,508,607,0
13.8,1.3,26588,1131,3062,40.92,147615.0339,167657.917,11129.05333,0,137700,1014300,559800,294300,197,17,631,469,576,0
15.1,1.2,25762,1138,2955,40.85,151863.0955,174352.5387,10680.89207,0,139500,1037700,558000,279900,112,16,1037,578,802,0
15.2,1.3,27096,883,2451,40.83,111729.6929,189768.8707,37509.09186,15300,164700,869400,609300,349200,188,20,177,425,460,0
15.3,1.2,26481,976,2673,40.77,129026.8425,184607.6111,39187.25967,0,159300,947700,583200,322200,91,13,1137,538,771,0
19.9,1.1,15345,425,1079,40.75,39057.7725,82356.96053,32371.38712,744300,381600,424800,213300,151200,80,15,639,474,654,0
19.9,1.1,15454,426,1154,40.75,38953.37039,86867.05894,31979.1187,747900,387000,438300,239400,186300,7,7,401,454,628,0
19.9,1.1,15454,426,1157,40.75,39057.7725,86867.05894,31979.1187,748800,386100,437400,238500,185400,91,13,1126,537,768,0
19.9,1.1,15454,426,1154,40.75,39621.07408,78970.94211,31979.1187,730800,383400,438300,238500,219600,132,11,880,469,531,0
15.9,1.1,22525,1265,3899,40.72,140662.5355,207142.2368,14140.64005,1800,123300,961200,570600,361800,152,25,59,620,703,0
20.2,1.1,15609,460,1197,40.69,40101.33918,83389.80372,22413.66164,723600,385200,436500,237600,231300,155,26,62,616,701,0
20.2,1.1,15609,460,1197,40.69,44608.9715,87963.31713,22629.65159,657000,405900,452700,243900,248400,192,21,191,429,468,0
20.2,1.1,15609,460,1197,40.69,44723.50074,90168.96326,22629.65159,646200,393300,456300,249300,262800,98,21,1111,500,671,0
15.1,1.2,25416,1240,3251,40.68,154863.7079,168159.3743,11793.37812,0,143100,1033200,537300,296100,98,20,1075,495,671,0
15,1.2,25414,1247,3280,40.65,157072.9432,169432.3456,10672.50365,0,134100,1057500,534600,282600,121,11,900,475,543,0
15.7,1.1,19963,1572,4737,40.62,137710.8163,211239.2604,7190.581624,1800,117000,1005300,569700,323100,139,15,968,602,812,0
14.6,1.2,25985,1186,3013,40.61,151220.9066,170867.2979,10940.12555,0,135900,1026000,559800,285300,148,19,445,478,593,0
15.6,1.1,21208,1527,4268,40.6,142308.2374,213473.4754,15571.33716,1800,120600,1000800,549000,334800,139,16,976,603,821,0
14.4,1.2,26015,1212,3142,40.6,159856.7552,167510.8767,11129.05333,0,135000,1086300,534600,247500,104,13,1029,531,751,0
13.6,1.3,26878,1107,3086,40.59,145669.2115,169486.6719,11129.05333,0,134100,1008900,567000,300600,189,17,64,519,623,0
20.1,1.1,15380,360,796,40.54,47911.13248,37938.41095,1810.060112,718200,508500,411300,158400,174600,105,14,1026,529,750,0
15.5,1.2,25017,1187,3846,40.52,145730.7714,187805.6562,13594.01212,1800,136800,985500,553500,333000,150,14,925,604,808,0
14.3,1.2,19607,1403,3688,40.51,112844.9674,142374.433,4116.26977,94500,398700,801900,468000,242100,152,13,915,603,801,0
15.7,1.1,24147,1200,3786,40.49,143017.009,204895.5249,13593.08447,1800,134100,972000,554400,343800,107,12,998,522,729,0
14.5,1.3,26707,1062,2935,40.47,135515.9177,167705.0965,11226.8728,0,136800,965700,585000,321300,66,12,574,462,646,0
15.5,1.1,18612,1357,4785,40.45,117822.0044,217469.0159,6469.586828,7200,92700,892800,639900,380700,66,12,571,462,646,0
19.8,1.1,15402,577,1328,40.43,61814.47584,51721.85956,1560.24569,601200,483300,456300,153000,182700,107,12,997,519,718,0
15.6,1.1,18701,1433,4534,40.43,125766.1087,189771.4656,6469.586828,3600,95400,944100,596700,369000,112,25,55,640,711,0
15.5,1.1,18548,1339,4770,40.41,111655.67,212656.482,5831.807232,8100,84600,860400,640800,416700,109,25,51,640,711,0
12.7,1.3,27803,699,2225,40.4,91685.16047,216745.0526,62521.24131,22500,139500,770400,662400,410400,170,24,59,653,718,0
15.2,1.2,25278,1227,3295,40.39,154223.2816,184953.3539,13436.38392,0,135000,1025100,529200,317700,190,18,50,557,683,0
15.5,1.2,26593,986,2603,40.39,126614.1496,187928.5238,8520.739534,0,184500,949500,551700,321300,120,25,59,640,710,0
19.6,1.1,15481,359,624,40.38,45398.49537,17694.22701,1810.060112,738000,460800,351900,115200,141300,109,11,964,508,694,0
19.6,1.1,15481,359,624,40.38,46968.59569,17949.19398,1810.060112,744300,493200,382500,128700,150300,195,18,31,705,733,0
14.2,1.3,26805,1085,2981,40.38,141269.5338,167239.8919,11226.8728,0,135000,981000,579600,315900,78,12,397,515,676,0
14.1,1.2,19839,1476,3662,40.35,123601.639,141460.4289,11810.82248,98100,423000,837000,418500,233100,175,13,661,591,824,0
15.7,1.1,22631,1225,3839,40.35,140792.9746,211013.8592,14042.97356,1800,122400,971100,568800,349200,166,25,65,672,721,0
13.5,1.1,18917,1210,4141,40.34,94378.87113,185885.3669,12595.80734,8100,120600,770400,658800,450000,112,14,177,604,720,0
14.3,1.2,26093,1235,3155,40.31,160508.7099,167614.9992,11129.05333,0,139500,1089900,534600,246600,76,16,448,527,699,0
14.5,1.1,18908,1183,4137,40.3,90731.9396,187452.9,12165.62298,8100,96300,748800,670500,484200,167,12,707,578,808,0
14.5,1.1,18908,1183,4137,40.3,90731.9396,187452.9,12165.62298,8100,96300,748800,670500,484200,113,12,962,504,680,0
19.6,1.1,15468,318,561,40.22,43569.96423,17694.22701,1810.060112,698400,440100,298800,90900,128700,175,26,66,697,725,0
15.4,1.1,18740,1203,4864,40.21,95434.57387,210590.8115,11887.39332,8100,81000,775800,675000,476100,190,19,232,436,492,0
15.4,1.1,18740,1203,4864,40.21,95434.57387,210590.8115,11887.39332,8100,81000,775800,675000,476100,165,12,675,574,807,0
13.6,1.1,19106,1227,4143,40.19,95385.58752,191328.3715,12392.37615,8100,113400,776700,657000,452700,166,27,64,694,724,1
13.6,1.1,19106,1227,4143,40.19,95385.58752,191328.3715,12392.37615,8100,113400,776700,657000,452700,74,16,439,528,697,0
15.4,1.1,18725,1271,4863,40.18,106273.2645,221321.6179,5831.807232,8100,82800,828900,652500,440100,81,12,409,516,676,0
12.5,1.4,27787,697,2204,40.14,94795.46716,192899.7087,62558.80117,22500,142200,775800,665100,400500,81,22,1112,507,680,0
14.9,1.1,18890,1256,4741,40.12,92325.99323,203947.0613,11887.39332,8100,81900,747000,681300,486900,64,15,592,474,653,0
14.9,1.1,18890,1256,4741,40.12,92325.99323,203947.0613,11887.39332,8100,81900,747000,681300,486900,63,15,591,474,653,0
15.6,1.1,18777,1395,4605,40.1,120964.2329,217131.0094,6469.586828,4500,96300,905400,636300,372600,155,14,914,606,805,0
15.6,1.1,18777,1395,4433,40.1,120794.7563,217163.559,6469.586828,4500,97200,910800,637200,366300,192,17,63,536,667,0
15.3,1.1,18811,1236,4851,40.09,100282.1775,210309.2475,11706.17722,8100,78300,793800,667800,460800,149,14,919,606,806,0
13.4,0,19607,1127,1928,40.09,125937.9239,45826.7336,2460.56038,424800,608400,760500,170100,48600,149,25,61,711,739,0
15.3,1.1,18811,1236,4851,40.09,100282.1775,210309.2475,11706.17722,8100,78300,793800,667800,460800,198,21,228,441,507,0
15.3,1.1,18857,1217,4816,40.07,99158.80487,207048.5867,11887.39332,8100,79200,790200,673200,461700,81,16,551,516,676,0
15.5,1.1,20548,1547,4615,40.07,138956.0793,215242.7729,13893.16935,1800,118800,1000800,567000,323100,208,17,26,718,751,0
15.3,1.1,18857,1217,4816,40.07,99158.80487,207048.5867,11887.39332,8100,79200,790200,673200,461700,82,22,1100,508,683,0
13.5,1,19566,1248,2124,40.06,133405.1322,43671.25176,2333.389027,410400,585900,789300,181800,44100,193,14,734,477,607,0
13.5,1,19566,1248,2124,40.06,133405.1322,43671.25176,2333.389027,410400,585900,789300,181800,44100,159,27,62,712,741,0
13.9,1.1,19080,1230,4273,40.05,91843.51442,196214.4785,12016.45081,8100,101700,759600,666000,469800,144,27,63,712,741,0
13.9,1.1,19080,1230,4273,40.05,91843.51442,196214.4785,12016.45081,8100,101700,759600,666000,469800,169,27,62,711,739,0
15.5,1.1,19820,1540,4629,40.01,130884.0847,213129.2821,7009.652776,1800,117900,985500,576000,333900,165,28,63,711,739,0
15.6,1.1,20877,1475,4120,40,139155.266,213596.6919,13893.16935,1800,115200,1004400,560700,324900,83,22,981,514,681,0
14.8,1.1,18980,1213,4678,39.96,90757.96528,202270.6643,12118.15719,8100,89100,744300,679500,488700,130,27,63,711,740,0
14.8,1.1,18980,1213,4678,39.96,90757.96528,202270.6643,12118.15719,8100,89100,744300,679500,488700,199,19,35,720,752,0
15.6,1.1,19779,1512,4586,39.94,128606.1887,220328.636,6499.668708,1800,115200,970200,581400,337500,128,27,60,712,741,0
14,1.2,20315,1373,3672,39.86,126856.041,140817.159,11810.82248,99000,416700,849600,404100,235800,143,21,518,487,612,0
19.3,1.1,15739,570,1337,39.84,48834.98604,52277.19472,210.0504002,711900,428400,407700,161100,203400,78,29,381,485,683,0
11.5,1.2,20295,1114,3239,39.83,85983.03524,137620.1865,6575.933769,27000,440100,634500,568800,336600,85,17,591,517,676,0
13.5,1,19713,1272,2147,39.82,137425.4588,37484.18234,2524.34442,410400,567900,808200,182700,38700,142,21,513,486,611,0
13.5,1,19713,1272,2147,39.82,137425.4588,37484.18234,2524.34442,410400,567900,808200,182700,38700,194,14,729,479,610,0
15.3,1.2,24924,1245,3839,39.82,146936.2684,188934.4586,13593.08447,1800,134100,983700,548100,337500,84,21,480,541,719,0
11.6,1.1,19574,1226,3986,39.81,104794.9883,156994.5322,11338.85533,6300,152100,812700,646200,396000,85,20,647,517,678,1
11.6,1.1,19574,1226,3986,39.81,104794.9883,156994.5322,11338.85533,6300,152100,812700,646200,396000,191,18,43,644,721,0
19.2,1.1,15708,595,1358,39.8,61576.84642,47254.51353,401.5838194,615600,441000,447300,139500,180000,84,24,1267,510,689,0
8,0,18194,1837,19136,39.8,78246.56883,442733.789,53102.3745,7200,18900,226800,577800,1180800,84,23,1286,510,690,0
11.7,1.2,20373,1106,2963,39.79,79361.09192,123968.6028,5941.183554,51300,541800,616500,506700,298800,80,22,1069,512,684,0
11.6,1.4,27781,1312,2783,39.73,172112.5188,96778.68213,10900.51424,91800,378900,1076400,345600,117900,187,17,216,419,455,0
13.5,1,19797,1258,1984,39.72,144045.9789,37692.05262,2726.628675,418500,531000,819900,208800,27000,77,25,1253,511,693,0
13.5,1,19870,1314,2152,39.7,147145.7135,37692.05262,2726.628675,412200,512100,837900,216900,26100,165,13,694,593,811,0
13.5,1,19870,1314,2152,39.7,147145.7135,37692.05262,2726.628675,412200,512100,837900,216900,26100,86,24,1178,509,685,0
13.6,0,19830,1308,2198,39.64,144766.5242,48173.86575,2524.34442,342900,549900,872100,203400,43200,89,25,1196,510,686,0
13.6,0,19830,1308,2198,39.64,148246.0984,48336.12646,2524.34442,324900,538200,888300,214200,39600,80,21,1083,513,685,0
13.8,1.2,20378,1431,3691,39.62,111686.9371,141293.0039,3093.061787,95400,423900,795600,456300,240300,144,27,66,715,746,0
19.2,1.1,15860,443,1109,39.61,39633.87946,69926.45748,22805.93006,747000,385200,386100,169200,113400,145,27,68,715,746,0
19.2,1.1,15860,443,1109,39.61,38713.26627,82347.55398,32371.38712,723600,383400,403200,190800,130500,91,27,1211,511,688,0
12,1.4,27820,713,2268,39.57,90985.4283,178478.159,61829.54632,30600,153000,774000,655200,402300,149,12,908,606,801,0
19.1,1.1,15775,574,1269,39.53,52605.9569,45744.84597,210.0504002,684900,416700,372600,117900,172800,78,21,1012,514,687,0
13.2,0,19814,1070,1860,39.5,123069.1048,46650.71693,4474.530628,418500,602100,763200,174600,48600,150,12,898,605,799,0
13.2,0,19814,1070,1860,39.5,123069.1048,46650.71693,4474.530628,418500,602100,763200,174600,48600,88,23,523,543,731,0
13.8,1.2,21077,1431,3775,39.35,128386.2555,140769.3788,11810.82248,106200,421200,864900,384300,237600,79,21,985,514,688,0
13.5,1,20305,1258,1985,39.35,144086.0775,81213.75721,4662.138092,429300,465300,815400,260100,40500,165,13,694,595,808,0
13.5,1,20305,1258,1985,39.35,144086.0775,81213.75721,4662.138092,429300,465300,815400,260100,40500,165,15,676,591,805,0
10.1,1.3,18790,729,1952,39.33,64746.16274,97656.94299,25725.38732,191700,641700,645300,386100,143100,95,69,446,517,716,0
13.4,1,20299,1273,1996,39.33,145739.354,81701.18718,4662.138092,422100,463500,832500,256500,37800,72,21,1296,515,703,0
13.8,0,19837,1413,2352,38.98,155269.2199,51561.06971,2944.339873,271800,507600,954900,234900,42300,71,23,1311,515,706,0
6.3,0,22085,1300,23907,38.97,42903.67472,252429.8521,64644.43899,316800,124200,308700,612000,645300,198,20,219,471,563,0
11.1,1.4,28495,1249,2652,38.95,165768.1682,96664.88954,10779.18678,107100,400500,1034100,344700,119700,193,18,220,471,563,0
1.2,1.5,18847,278,2188,38.93,27486.1299,126490.7145,25054.06589,240300,408600,472500,524700,365400,84,22,836,520,686,0
1.2,1.5,18847,278,2188,38.93,27486.1299,126490.7145,25054.06589,240300,408600,472500,524700,365400,94,69,428,515,716,0
11.2,1.2,21271,1053,2975,38.8,79851.73403,113652.9473,6627.64319,57600,550800,598500,506700,300600,199,15,728,482,618,0
13.6,1.2,21771,1379,3574,38.77,127187.3139,138186.0258,12164.73024,102600,413100,872100,381600,235800,196,15,727,482,618,0
8.1,0,16907,1516,10936,38.73,64456.34999,419552.9243,26746.5022,7200,23400,342000,636300,998100,89,24,565,590,737,0
10.6,1.5,28564,1243,2682,38.53,163187.9456,96414.64934,11329.49941,99000,393300,1037700,353700,123300,76,18,1201,519,720,0
10.4,1.5,28715,1188,2635,38.51,159774.5946,98034.81976,11329.49941,103500,387900,1028700,357300,128700,144,33,760,510,646,0
1.3,0.8,15686,355,1765,38.44,25616.93858,162669.0259,3705.309476,71100,168300,613800,605700,551700,105,9,206,600,721,0
14.1,0,20175,1556,2525,38.11,160877.8742,46526.70325,2934.970004,261900,487800,980100,241200,41400,103,8,190,600,721,0
7,0,21648,1635,30464,37.93,62448.07966,398582.4242,77863.07963,10800,61200,315900,666900,957600,77,18,1265,518,720,0
7,0,21648,1635,30464,37.93,62448.07966,398582.4242,77863.07963,10800,61200,315900,666900,957600,95,71,441,513,715,0
6.8,0,21052,1567,20048,37.79,66454.91283,448977.7651,49976.58274,7200,15300,216000,559800,1212300,139,23,567,496,627,0
6.9,0,20757,1543,21365,37.78,66267.76889,456346.5755,49976.58274,7200,18000,222300,551700,1206900,79,20,1311,517,714,0
6.9,0,20757,1543,21365,37.78,66267.76889,456346.5755,49976.58274,7200,18000,222300,551700,1206900,156,31,938,511,651,1
6.9,0,20757,1543,21365,37.78,66267.76889,456346.5755,49976.58274,7200,18000,222300,551700,1206900,139,29,657,509,643,0
6.9,0,20757,1543,21365,37.78,66267.76889,456346.5755,49976.58274,7200,18000,222300,551700,1206900,112,61,733,529,720,0
6.9,0,20757,1543,21365,37.78,66267.76889,456346.5755,49976.58274,7200,18000,222300,551700,1206900,149,33,791,510,647,0
6.8,0,21103,1571,20495,37.75,66147.88129,450014.1468,49976.58274,7200,14400,212400,559800,1211400,94,3,25,593,675,0
6.8,0,21103,1571,20495,37.75,66147.88129,450014.1468,49976.58274,7200,14400,212400,559800,1211400,194,18,707,484,619,0
6.8,0,21103,1571,20495,37.75,66147.88129,450014.1468,49976.58274,7200,14400,212400,559800,1211400,196,18,724,484,619,0
10.7,1.2,20737,1315,4159,37.75,107484.7947,154291.5783,11092.08573,9000,144000,819900,653400,386100,100,63,604,526,719,0
6.8,0,21103,1571,20495,37.75,66147.88129,450014.1468,49976.58274,7200,14400,212400,559800,1211400,112,59,751,529,720,0
6.8,0,21103,1571,20495,37.75,66147.88129,450014.1468,49976.58274,7200,14400,212400,559800,1211400,94,66,470,519,716,0
9.8,1.5,29302,1196,2700,37.74,155622.0239,105197.0814,11329.49941,100800,387000,986400,391500,144900,150,33,830,510,648,0
11.4,1.4,28278,1357,2733,37.72,172840.2489,101038.0591,10900.51424,88200,390600,1064700,356400,109800,98,64,549,524,719,0
7.7,0,18385,1564,16429,37.69,77343.15456,412561.7567,37933.16933,5400,12600,246600,620100,1123200,111,16,1148,516,718,0
10.4,1.4,28014,746,2279,37.66,95646.90219,167917.8466,62169.60622,56700,148500,780300,636300,385200,70,20,805,520,689,0
12.6,0,20799,861,1519,37.46,112664.2879,43912.46124,4304.628453,458100,585000,736200,180900,56700,103,18,1139,517,719,0
12.6,0,20799,861,1519,37.46,112664.2879,43912.46124,4304.628453,458100,585000,736200,180900,56700,113,16,1151,517,719,0
17.3,1.2,17199,355,603,37.44,57181.30421,3979.386711,1663.312241,759600,575100,318600,59400,77400,91,71,446,515,717,0
17.3,1.2,17199,355,603,37.44,57181.30421,3979.386711,1663.312241,760500,572400,318600,62100,79200,232,19,257,741,783,1
17.3,1.2,17199,355,603,37.44,57181.30421,3979.386711,1663.312241,759600,575100,318600,59400,77400,134,11,181,344,404,0
17.3,1.2,17199,355,603,37.44,57181.30421,3979.386711,1663.312241,760500,572400,318600,62100,79200,157,30,1036,516,675,0
11.3,1.4,28250,1357,2712,37.38,172585.5459,112152.7891,10823.62,86400,396000,1049400,360900,114300,118,15,1171,517,719,0
12.9,1.2,23677,1225,3332,37.36,134816.9357,138728.3574,11865.48724,107100,412200,888300,362700,235800,111,17,1104,522,722,0
6.9,0,22613,1624,31068,37.2,59624.38141,399438.4148,77863.07963,10800,60300,306900,691200,944100,101,20,1175,524,724,0
6.9,0,22613,1624,31068,37.2,59624.38141,399438.4148,77863.07963,10800,60300,306900,691200,944100,100,19,1164,527,728,0
6.9,0,22613,1624,31068,37.2,59624.38141,399438.4148,77863.07963,10800,60300,306900,691200,944100,225,20,278,737,786,0
6.9,0,22612,1617,30663,37.2,58178.03737,402072.354,77863.07963,10800,57600,295200,692100,956700,215,18,337,722,782,0
6.9,0,22613,1624,31068,37.2,59624.38141,399438.4148,77863.07963,10800,60300,306900,691200,944100,77,71,478,509,717,0
7.5,0,18658,1573,16100,37.18,77544.937,410220.0748,37795.79664,5400,12600,242100,624600,1125900,88,19,1141,523,726,0
15.1,0,20143,1696,2856,37.16,186395.4486,60658.71159,3471.339795,125100,397800,1159200,281700,45900,231,18,108,754,788,0
14.8,0,20208,1699,2856,37.12,182910.2582,61735.64075,3281.088553,163800,406800,1128600,270000,44100,232,21,78,753,785,0
8.6,1.5,29599,1129,2756,37.1,144203.7913,114691.7887,10466.24739,103500,368100,945000,425700,163800,227,17,110,754,785,0
12.9,1.3,24346,1218,2643,37.1,138205.0478,136541.9613,11958.66634,112500,407700,895500,362700,233100,134,22,559,497,628,0
9.9,1.3,23092,939,2793,36.96,83477.25574,106093.0811,7335.333357,54000,547200,598500,513900,294300,78,5,276,448,609,0
8.5,1.5,29577,1085,2699,36.95,145885.3473,113699.7938,10976.23146,99000,368100,948600,426600,162900,71,10,530,472,637,0
11.4,1.4,27865,1285,2856,36.94,160220.5628,110577.368,10809.83972,108000,410400,967500,379800,144900,101,31,634,614,748,0
7.1,0,21654,1587,18842,36.85,70126.7849,449194.9622,49976.58274,7200,16200,219600,561600,1207800,122,16,1168,521,722,0
15.1,1,20579,1811,2728,36.81,202634.6623,90594.07335,5207.983802,137700,348300,1168200,319500,35100,127,17,1138,525,725,0
15.1,1,20579,1811,2728,36.81,202757.8862,90594.07335,5207.983802,137700,348300,1168200,319500,35100,123,17,1156,520,722,0
11.5,1.4,27842,1281,2863,36.61,157500.7979,113707.8924,10970.78744,113400,405900,957600,382500,147600,76,66,473,510,718,0
8.2,1.6,29886,1134,2560,36.59,138150.0448,121533.7082,37380.77234,108900,326700,923400,448200,198900,88,20,1131,524,728,0
11.9,1.3,27111,1218,2729,36.59,154086.8083,122527.7602,10612.52353,125100,391500,949500,382500,157500,125,21,1117,526,725,0
8.4,1.6,29627,1108,2650,36.59,138697.6131,121923.3882,37380.77234,107100,328500,928800,451800,197100,169,33,378,695,781,0
10.9,0,22449,850,1576,36.45,100768.3633,56326.34507,3432.563658,468900,558000,692100,212400,76500,190,27,398,707,790,0
10.9,0,22449,850,1576,36.45,100068.8851,56326.34507,3432.563658,469800,556200,691200,215100,77400,206,18,351,723,788,0
10.9,0,22449,850,1576,36.45,100768.3633,56326.34507,3432.563658,468900,558000,692100,212400,76500,130,18,1135,525,726,0
10.9,0,22449,850,1576,36.45,100068.8851,56326.34507,3432.563658,469800,556200,691200,215100,77400,120,21,1119,525,725,0
10.9,0,22449,850,1576,36.45,100768.3633,56326.34507,3432.563658,468900,558000,692100,212400,76500,139,3,33,594,675,0
11.8,1.3,26969,1203,2690,36.4,153286.252,127711.34,10612.52353,123300,384300,948600,385200,166500,132,3,56,594,675,0
6.4,0,24218,1502,25120,36.38,47808.7034,250749.9962,64940.29291,314100,115200,306900,617400,651600,136,3,45,594,675,0
6.4,0,24218,1502,25120,36.38,47808.7034,251003.3466,64940.29291,297900,113400,309600,627300,670500,108,3,57,594,675,0
6.8,0,23963,1662,29919,36.36,75028.18863,399964.7862,77583.59767,7200,36000,269100,650700,1051200,143,3,25,594,675,1
6.8,0,23963,1662,29919,36.36,75028.18863,399964.7862,77583.59767,7200,36000,269100,650700,1051200,139,5,53,594,675,0
6.8,0,23963,1662,29919,36.36,75028.18863,399964.7862,77583.59767,7200,36000,269100,650700,1051200,107,8,60,594,675,0
6.8,0,23963,1662,29919,36.36,75028.18863,399964.7862,77583.59767,7200,36000,269100,650700,1051200,149,3,24,594,675,1
6.8,0,23963,1662,29919,36.36,75028.18863,399964.7862,77583.59767,7200,36000,269100,650700,1051200,133,3,51,594,675,1
6.8,0,23963,1662,29919,36.36,75028.18863,399964.7862,77583.59767,7200,36000,269100,650700,1051200,169,34,378,694,782,0
6.8,0,23963,1662,29919,36.36,75028.18863,399964.7862,77583.59767,7200,36000,269100,650700,1051200,123,21,1107,527,726,1
